p12,p13,p14,p23,p24,p34,x_num,y_num,den,delta1_num,delta1_den,delta2_num,delta2_den,delta3_num,delta3_den,delta4_num,delta4_den,A_bound,B_bound
0,4,-13,-4,13,-5,1,1,3,1,12,1,12,1,12,1,12,77,5
0,4,-13,-4,13,-3,0,1,3,1,12,1,12,1,12,1,12,77,5
0,4,-13,-4,13,-1,1,1,3,1,12,1,12,1,12,1,12,77,5
0,4,-11,-8,22,-16,1,2,3,1,12,1,12,1,12,1,12,65,11
0,4,-11,-8,22,-6,0,1,3,1,12,1,12,1,12,1,12,65,11
0,4,-11,-4,11,-17,1,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-16,0,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-12,1,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-10,0,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-9,0,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-6,1,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-5,1,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-3,0,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-11,-4,11,-1,1,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-10,-4,10,-13,1,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-10,-4,10,-11,1,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-10,-4,10,-9,0,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-10,-4,10,-7,1,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-10,-4,10,-3,0,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-10,-4,10,-1,1,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-9,-8,18,-16,0,2,5,3,20,3,20,3,20,3,20,29,6
0,4,-9,-8,18,-15,3,1,6,1,4,1,4,1,4,1,12,23,3
0,4,-9,-8,18,-3,0,2,5,3,20,3,20,3,20,3,20,29,6
0,4,-9,-8,18,-2,1,2,5,3,20,3,20,3,20,3,20,29,6
0,4,-9,-8,18,0,2,1,6,1,12,1,12,1,4,1,12,23,11
0,4,-9,-4,9,-24,2,1,6,1,12,1,12,1,4,1,12,71,5
0,4,-9,-4,9,-16,0,1,6,1,12,1,12,1,4,1,12,47,5
0,4,-9,-4,9,-14,3,1,6,1,12,1,12,1,4,1,12,41,5
0,4,-9,-4,9,-12,0,2,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-11,2,1,6,1,12,1,4,1,4,1,12,35,5
0,4,-9,-4,9,-10,2,2,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-8,0,2,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-7,1,3,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-6,0,1,6,1,4,1,4,1,4,1,12,23,1
0,4,-9,-4,9,-3,1,3,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-2,0,2,5,3,20,3,20,3,20,3,20,29,3
0,4,-9,-4,9,-1,2,1,6,1,12,1,4,1,4,1,12,23,5
0,4,-8,-10,20,-29,0,1,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-10,20,-27,0,1,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-10,20,-25,1,1,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-10,20,-23,1,2,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-21,1,1,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-19,1,1,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-17,1,2,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-15,1,1,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-10,20,-13,1,2,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-11,1,1,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-10,20,-9,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-10,20,-7,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-10,20,-5,1,2,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-10,20,-3,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-10,20,-1,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-9,18,-30,1,3,6,1,4,1,12,1,12,1,12,35,11
0,4,-8,-9,18,-28,1,0,3,1,12,1,12,1,12,1,12,41,23
0,4,-8,-9,18,-27,1,5,6,1,4,1,12,1,12,1,12,17,17
0,4,-8,-9,18,-26,1,0,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-9,18,-25,0,1,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-9,18,-24,1,3,6,1,4,1,12,1,12,1,12,11,23
0,4,-8,-9,18,-23,0,1,3,1,12,1,12,1,12,1,12,47,17
0,4,-8,-9,18,-22,1,0,3,1,12,1,12,1,12,1,12,53,11
0,4,-8,-9,18,-21,2,3,6,1,4,1,12,1,12,1,12,35,11
0,4,-8,-9,18,-20,0,1,3,1,12,1,12,1,12,1,12,23,29
0,4,-8,-9,18,-19,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-9,18,-18,1,3,6,1,4,1,12,1,12,1,12,17,11
0,4,-8,-9,18,-17,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-9,18,-16,0,1,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-9,18,-15,0,1,6,1,4,1,12,1,12,1,12,23,17
0,4,-8,-9,18,-14,1,0,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-9,18,-13,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-9,18,-12,0,1,6,1,4,1,12,1,12,1,12,23,11
0,4,-8,-9,18,-11,1,0,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-9,18,-10,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-9,18,-9,1,3,6,1,4,1,12,1,12,1,12,17,11
0,4,-8,-9,18,-8,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-9,18,-7,0,1,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-9,18,-6,2,3,6,1,4,1,12,1,12,1,12,23,11
0,4,-8,-9,18,-5,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-9,18,-4,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-9,18,-3,0,1,6,1,4,1,12,1,12,1,12,23,11
0,4,-8,-9,18,-2,0,1,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-9,18,-1,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-8,16,-29,1,1,3,1,12,1,12,1,12,1,12,71,11
0,4,-8,-8,16,-27,0,1,3,1,12,1,12,1,12,1,12,65,11
0,4,-8,-8,16,-25,0,1,3,1,12,1,12,1,12,1,12,59,11
0,4,-8,-8,16,-23,1,1,3,1,12,1,12,1,12,1,12,53,11
0,4,-8,-8,16,-21,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-19,1,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-17,1,2,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-15,1,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-13,1,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-11,1,2,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-9,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-7,1,2,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-5,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-3,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-8,16,-1,1,2,3,1,12,1,12,1,12,1,12,47,11
0,4,-8,-7,14,-30,1,0,3,1,12,1,12,1,12,1,12,35,23
0,4,-8,-7,14,-28,1,2,3,1,12,1,12,1,12,1,12,41,23
0,4,-8,-7,14,-27,0,1,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-7,14,-26,1,2,3,1,12,1,12,1,12,1,12,35,17
0,4,-8,-7,14,-25,1,1,3,1,12,1,12,1,12,1,12,41,17
0,4,-8,-7,14,-24,1,0,3,1,12,1,12,1,12,1,12,35,23
0,4,-8,-7,14,-23,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-7,14,-22,1,0,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-7,14,-21,0,1,3,1,12,1,12,1,12,1,12,41,17
0,4,-8,-7,14,-20,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-7,14,-19,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-7,14,-18,1,0,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-7,14,-17,1,2,3,1,12,1,12,1,12,1,12,35,17
0,4,-8,-7,14,-16,1,2,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-7,14,-15,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-7,14,-14,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-7,14,-13,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-7,14,-12,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-7,14,-11,1,0,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-7,14,-10,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-7,14,-9,1,0,3,1,12,1,12,1,12,1,12,17,23
0,4,-8,-7,14,-8,1,1,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-7,14,-7,1,2,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-7,14,-6,1,0,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-7,14,-5,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-7,14,-4,1,2,3,1,12,1,12,1,12,1,12,35,11
0,4,-8,-7,14,-3,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-7,14,-2,1,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-7,14,-1,1,0,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-7,14,0,1,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-8,-6,12,-29,0,1,3,1,12,1,12,1,12,1,12,41,17
0,4,-8,-6,12,-27,1,4,6,1,4,1,12,1,12,1,12,41,11
0,4,-8,-6,12,-25,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-6,12,-23,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-6,12,-21,1,2,6,1,4,1,12,1,12,1,12,29,11
0,4,-8,-6,12,-19,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-6,12,-17,1,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-6,12,-15,0,1,6,1,4,1,4,1,12,1,12,23,5
0,4,-8,-6,12,-13,1,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-6,12,-11,1,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-6,12,-9,1,2,6,1,4,1,12,1,12,1,12,23,11
0,4,-8,-6,12,-7,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-6,12,-5,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-6,12,-3,1,1,6,1,4,1,4,1,12,1,12,23,5
0,4,-8,-6,12,-1,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-5,10,-30,1,0,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-5,10,-28,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-5,10,-27,1,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-26,1,0,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-5,10,-25,0,1,3,1,12,1,12,1,12,1,12,29,29
0,4,-8,-5,10,-24,1,0,3,1,12,1,12,1,12,1,12,35,23
0,4,-8,-5,10,-23,1,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-22,1,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-21,0,1,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-5,10,-20,1,2,3,1,12,1,12,1,12,1,12,29,23
0,4,-8,-5,10,-19,1,2,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-18,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-17,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-16,0,1,3,1,12,1,12,1,12,1,12,23,23
0,4,-8,-5,10,-15,0,1,3,1,12,1,12,1,12,1,12,29,17
0,4,-8,-5,10,-14,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-13,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-12,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-5,10,-11,0,1,3,1,12,1,12,1,12,1,12,23,17
0,4,-8,-5,10,-10,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-9,1,0,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-8,1,2,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-5,10,-7,1,2,3,1,12,1,12,1,12,1,12,17,17
0,4,-8,-5,10,-6,0,1,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-5,10,-5,1,2,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-5,10,-4,0,1,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-5,10,-3,1,0,3,1,12,1,12,1,12,1,12,17,11
0,4,-8,-5,10,-2,1,0,3,1,12,1,12,1,12,1,12,17,11
0,4,-8,-5,10,-1,1,0,3,1,12,1,12,1,12,1,12,23,11
0,4,-8,-5,10,0,1,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-8,-4,8,-29,1,1,3,1,12,1,12,1,12,1,12,89,5
0,4,-8,-4,8,-27,0,1,3,1,12,1,12,1,12,1,12,83,5
0,4,-8,-4,8,-25,1,1,3,1,12,1,12,1,12,1,12,77,5
0,4,-8,-4,8,-23,1,1,3,1,12,1,12,1,12,1,12,71,5
0,4,-8,-4,8,-21,0,1,3,1,12,1,12,1,12,1,12,65,5
0,4,-8,-4,8,-19,1,1,3,1,12,1,12,1,12,1,12,59,5
0,4,-8,-4,8,-17,1,1,3,1,12,1,12,1,12,1,12,53,5
0,4,-8,-4,8,-15,0,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-13,1,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-11,1,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-9,0,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-7,1,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-5,1,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-3,0,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-8,-4,8,-1,1,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-7,-8,14,-20,0,1,3,1,12,1,12,1,12,1,12,47,11
0,4,-7,-8,14,-16,1,2,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-9,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-8,1,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-6,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-5,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-3,0,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-8,14,-2,1,1,3,1,12,1,12,1,12,1,12,41,11
0,4,-7,-4,7,-16,0,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-7,-4,7,-13,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-12,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-10,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-9,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-8,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-6,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-5,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-3,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-2,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-7,-4,7,-1,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-6,-8,12,-17,1,2,5,3,20,3,20,3,20,3,20,23,6
0,4,-6,-8,12,-13,2,3,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-8,12,-11,1,2,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-8,12,-9,0,2,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-8,12,-7,2,3,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-8,12,-5,1,3,7,1,28,1,28,5,28,1,28,55,27
0,4,-6,-8,12,-3,0,2,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-8,12,-1,2,3,5,3,20,3,20,3,20,3,20,19,6
0,4,-6,-6,9,-20,1,1,5,3,20,3,20,3,20,3,20,13,9
0,4,-6,-6,9,-16,0,1,6,1,12,1,12,1,4,1,12,23,17
0,4,-6,-6,9,-15,0,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-14,1,1,6,1,12,1,12,1,4,1,12,23,17
0,4,-6,-6,9,-12,0,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-11,3,1,6,1,12,1,4,1,4,1,12,11,17
0,4,-6,-6,9,-10,0,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-9,3,1,6,1,4,1,4,1,4,1,12,11,5
0,4,-6,-6,9,-8,2,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-7,2,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-6,1,1,6,1,4,1,12,1,4,1,12,11,11
0,4,-6,-6,9,-5,1,4,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-4,2,1,6,1,12,1,12,1,4,1,12,11,17
0,4,-6,-6,9,-3,1,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-2,1,4,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-6,9,-1,1,1,6,1,12,1,4,1,4,1,12,11,17
0,4,-6,-6,9,0,1,1,5,3,20,3,20,3,20,3,20,9,9
0,4,-6,-4,6,-17,1,3,5,3,20,3,20,3,20,3,20,29,3
0,4,-6,-4,6,-13,1,3,5,3,20,3,20,3,20,3,20,23,3
0,4,-6,-4,6,-11,1,4,7,5,28,1,28,5,28,1,28,69,13
0,4,-6,-4,6,-9,1,3,7,1,28,5,28,5,28,1,28,69,13
0,4,-6,-4,6,-7,1,3,5,3,20,3,20,3,20,3,20,19,3
0,4,-6,-4,6,-5,1,2,5,3,20,3,20,3,20,3,20,19,3
0,4,-6,-4,6,-3,1,3,5,3,20,3,20,3,20,3,20,19,3
0,4,-6,-4,6,-1,2,3,7,1,28,1,28,5,28,1,28,55,13
0,4,-5,-8,10,-16,1,2,3,1,12,1,12,1,12,1,12,35,11
0,4,-5,-8,10,-12,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-11,1,2,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-9,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-8,1,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-7,1,2,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-6,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-3,0,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-2,1,1,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-8,10,-1,1,2,3,1,12,1,12,1,12,1,12,29,11
0,4,-5,-4,5,-16,0,1,3,1,12,1,12,1,12,1,12,47,5
0,4,-5,-4,5,-14,0,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-5,-4,5,-13,1,1,3,1,12,1,12,1,12,1,12,41,5
0,4,-5,-4,5,-12,1,1,3,1,12,1,12,1,12,1,12,35,5
0,4,-5,-4,5,-11,1,1,3,1,12,1,12,1,12,1,12,35,5
0,4,-5,-4,5,-8,0,1,3,1,12,1,12,1,12,1,12,29,5
0,4,-5,-4,5,-7,1,1,3,1,12,1,12,1,12,1,12,29,5
0,4,-5,-4,5,-6,1,1,3,1,12,1,12,1,12,1,12,29,5
0,4,-5,-4,5,-3,0,1,3,1,12,1,12,1,12,1,12,29,5
0,4,-5,-4,5,-2,0,1,3,1,12,1,12,1,12,1,12,29,5
0,4,-5,-4,5,-1,1,1,3,1,12,1,12,1,12,1,12,29,5
0,5,-28,-5,28,-16,0,1,3,1,12,1,12,1,12,1,12,167,5
0,5,-24,-5,24,-11,0,1,9,1,12,7,36,1,12,7,36,143,5
0,5,-22,-5,22,-14,0,1,3,1,12,1,12,1,12,1,12,131,5
0,5,-18,-5,18,-19,0,1,7,5,28,1,28,5,28,1,28,125,13
0,5,-18,-5,18,-17,3,1,7,1,28,1,28,5,28,1,28,125,13
0,5,-18,-5,18,-7,0,1,7,5,28,5,28,5,28,1,28,69,2
0,5,-18,-5,18,-2,3,1,7,5,28,1,28,5,28,1,28,69,13
0,5,-16,-5,16,-17,1,1,3,1,12,1,12,1,12,1,12,95,5
0,5,-16,-5,16,-12,1,1,3,1,12,1,12,1,12,1,12,95,5
0,5,-16,-5,16,-9,0,1,3,1,12,1,12,1,12,1,12,95,5
0,5,-16,-5,16,-4,0,1,3,1,12,1,12,1,12,1,12,95,5
0,5,-16,-5,16,-2,0,1,3,1,12,1,12,1,12,1,12,95,5
0,5,-14,-5,14,-17,1,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-14,-5,14,-13,1,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-14,-5,14,-11,1,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-14,-5,14,-8,0,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-14,-5,14,-6,1,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-14,-5,14,-2,0,1,3,1,12,1,12,1,12,1,12,83,5
0,5,-13,-5,13,-19,1,1,3,1,12,1,12,1,12,1,12,77,5
0,5,-13,-5,13,-11,1,1,3,1,12,1,12,1,12,1,12,77,5
0,5,-13,-5,13,-7,1,1,3,1,12,1,12,1,12,1,12,77,5
0,5,-13,-5,13,-3,0,1,3,1,12,1,12,1,12,1,12,77,5
0,5,-12,-10,24,-4,2,5,7,5,28,1,28,5,28,5,28,33,13
0,5,-12,-5,12,-16,0,2,7,1,28,1,28,5,28,5,28,111,13
0,5,-12,-5,12,-13,2,1,7,1,28,5,28,1,28,1,28,167,13
0,5,-12,-5,12,-11,0,2,7,1,28,5,28,5,28,5,28,83,13
0,5,-12,-5,12,-9,0,1,7,1,28,5,28,1,28,1,28,167,13
0,5,-12,-5,12,-8,0,1,7,5,28,5,28,1,28,1,28,167,2
0,5,-12,-5,12,-4,0,1,7,1,28,1,28,1,28,1,28,167,13
0,5,-12,-5,12,-3,0,2,7,5,28,1,28,5,28,5,28,33,13
0,5,-12,-5,12,-2,0,2,7,1,28,1,28,5,28,5,28,33,13
0,5,-11,-5,11,-13,1,1,3,1,12,1,12,1,12,1,12,65,5
0,5,-11,-5,11,-9,0,1,3,1,12,1,12,1,12,1,12,65,5
0,5,-11,-5,11,-7,1,1,3,1,12,1,12,1,12,1,12,65,5
0,5,-11,-5,11,-1,1,1,3,1,12,1,12,1,12,1,12,65,5
0,5,-10,-10,20,-28,1,1,3,1,12,1,12,1,12,1,12,65,11
0,5,-10,-10,20,-27,0,1,3,1,12,1,12,1,12,1,12,65,11
0,5,-10,-10,20,-26,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-24,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-23,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-22,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-21,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-19,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-18,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-17,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-16,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-14,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-13,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-12,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-11,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-9,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-8,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-7,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-6,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-4,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-3,0,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-2,1,1,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-10,20,-1,1,2,3,1,12,1,12,1,12,1,12,59,11
0,5,-10,-9,18,-29,1,0,3,1,12,1,12,1,12,1,12,35,23
0,5,-10,-9,18,-28,0,1,3,1,12,1,12,1,12,1,12,41,11
0,5,-10,-9,18,-27,1,3,6,1,4,1,4,1,12,1,12,17,11
0,5,-10,-9,18,-26,1,0,3,1,12,1,12,1,12,1,12,29,23
0,5,-10,-9,18,-25,0,1,3,1,12,1,12,1,12,1,12,29,29
0,5,-10,-9,18,-24,3,1,6,1,4,1,4,1,12,1,12,11,11
0,5,-10,-9,18,-23,1,0,3,1,12,1,12,1,12,1,12,53,11
0,5,-10,-9,18,-22,0,1,3,1,12,1,12,1,12,1,12,41,17
0,5,-10,-9,18,-21,0,1,6,1,4,1,4,1,12,1,12,23,11
0,5,-10,-9,18,-20,0,1,3,1,12,1,12,1,12,1,12,29,23
0,5,-10,-9,18,-19,1,0,3,1,12,1,12,1,12,1,12,41,11
0,5,-10,-9,18,-18,3,1,6,1,4,1,4,1,12,1,12,17,11
0,5,-10,-9,18,-17,0,1,3,1,12,1,12,1,12,1,12,29,17
0,5,-10,-9,18,-16,0,1,3,1,12,1,12,1,12,1,12,29,23
0,5,-10,-9,18,-15,2,3,6,1,4,1,4,1,12,1,12,23,11
0,5,-10,-9,18,-14,1,0,3,1,12,1,12,1,12,1,12,47,11
0,5,-10,-9,18,-13,0,1,3,1,12,1,12,1,12,1,12,41,11
0,5,-10,-9,18,-12,2,3,6,1,4,1,4,1,12,1,12,23,11
0,5,-10,-9,18,-11,1,0,3,1,12,1,12,1,12,1,12,23,23
0,5,-10,-9,18,-10,0,1,3,1,12,1,12,1,12,1,12,29,11
0,5,-10,-9,18,-9,1,5,6,1,4,1,4,1,12,1,12,17,11
0,5,-10,-9,18,-8,0,1,3,1,12,1,12,1,12,1,12,29,11
