p12,p13,p14,p23,p24,p34,x_num,y_num,den,delta1_num,delta1_den,delta2_num,delta2_den,delta3_num,delta3_den,delta4_num,delta4_den,A_bound,B_bound
0,0,0,1,-30,-2,3,2,7,5,28,5,28,5,28,1,28,83,2
0,0,0,1,-28,-20,1,1,3,1,12,1,12,1,12,1,12,167,5
0,0,0,1,-28,-2,1,1,3,1,12,1,12,1,12,1,12,167,5
0,0,0,1,-27,-2,4,4,13,3,52,7,52,3,52,3,52,233,8
0,0,0,1,-26,-2,1,1,3,1,12,1,12,1,12,1,12,155,5
0,0,0,1,-25,-2,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,1,-24,-7,5,5,14,3,28,1,4,5,28,3,28,67,4
0,0,0,1,-24,-2,4,4,13,3,52,7,52,7,52,3,52,89,8
0,0,0,1,-23,-2,1,1,3,1,12,1,12,1,12,1,12,137,5
0,0,0,1,-22,-16,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,1,-22,-2,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,1,-21,-2,3,3,10,1,20,3,20,1,20,1,20,209,9
0,0,0,1,-20,-14,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,1,-20,-12,2,2,7,1,28,5,28,1,28,1,28,279,13
0,0,0,1,-20,-10,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,1,-20,-4,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,1,-20,-2,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,1,-19,-2,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,1,-18,-9,3,3,10,1,20,1,20,3,20,1,20,89,9
0,0,0,1,-18,-7,4,4,11,5,44,9,44,9,44,5,44,43,4
0,0,0,1,-18,-5,3,3,10,1,20,1,4,3,20,1,20,59,9
0,0,0,1,-18,-4,2,3,7,1,28,1,28,1,28,5,28,251,13
0,0,0,1,-18,-2,3,3,10,1,20,3,20,3,20,1,20,59,9
0,0,0,1,-17,-2,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,1,-16,-13,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-16,-12,2,2,7,1,28,5,28,5,28,1,28,44,13
0,0,0,1,-16,-10,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-16,-8,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-16,-5,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-16,-4,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-16,-2,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,1,-15,-4,2,3,7,1,28,1,28,5,28,5,28,55,13
0,0,0,1,-15,-2,2,2,7,1,28,5,28,1,28,1,28,209,13
0,0,0,1,-14,-11,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-10,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-8,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-7,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-5,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-4,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-14,-2,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,1,-13,-10,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,1,-13,-4,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,1,-13,-2,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,1,-12,-9,2,2,7,1,28,5,28,5,28,1,28,33,13
0,0,0,1,-12,-8,2,2,7,1,28,1,28,5,28,1,28,111,13
0,0,0,1,-12,-6,2,2,7,1,28,1,28,5,28,1,28,83,13
0,0,0,1,-12,-5,2,2,7,1,28,5,28,5,28,1,28,33,13
0,0,0,1,-12,-4,3,3,8,1,8,1,4,1,4,1,8,23,3
0,0,0,1,-12,-3,3,4,9,1,12,1,12,1,12,7,36,71,5
0,0,0,1,-12,-2,2,2,7,1,28,5,28,5,28,1,28,33,13
0,0,0,1,-11,-8,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,1,-11,-4,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,1,-11,-2,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,1,-10,-8,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,1,-10,-7,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,1,-10,-6,2,3,7,1,28,5,28,1,28,5,28,139,13
0,0,0,1,-10,-5,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,1,-10,-4,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,1,-10,-3,2,3,7,1,28,1,28,1,28,5,28,139,13
0,0,0,1,-10,-2,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,1,-9,-6,2,2,5,3,20,3,20,3,20,3,20,29,3
0,0,0,1,-9,-4,2,2,5,3,20,3,20,3,20,3,20,29,3
0,0,0,1,-9,-2,2,2,7,1,28,5,28,5,28,1,28,25,13
0,0,0,1,-8,-6,2,2,7,1,28,1,28,1,28,1,28,111,13
0,0,0,1,-8,-5,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,1,-8,-4,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,1,-8,-3,2,3,7,1,28,1,28,5,28,5,28,41,13
0,0,0,1,-8,-2,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,1,-7,-4,1,1,3,1,12,1,12,1,12,1,12,41,5
0,0,0,1,-7,-2,1,1,3,1,12,1,12,1,12,1,12,41,5
0,0,0,1,-6,-4,2,2,5,3,20,3,20,3,20,3,20,19,3
0,0,0,1,-6,-3,2,3,7,1,28,1,28,5,28,5,28,41,13
0,0,0,1,-6,-2,2,2,7,1,28,5,28,1,28,1,28,83,13
0,0,0,1,-5,-2,1,1,3,1,12,1,12,1,12,1,12,29,5
0,0,0,1,-4,-2,1,1,3,1,12,1,12,1,12,1,12,23,5
0,0,0,2,-29,-4,1,1,3,1,12,1,12,1,12,1,12,173,5
0,0,0,2,-27,-4,2,1,6,1,12,1,12,1,4,1,12,53,5
0,0,0,2,-25,-14,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,2,-25,-4,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,2,-23,-4,1,1,3,1,12,1,12,1,12,1,12,137,5
0,0,0,2,-21,-9,2,1,6,1,12,1,4,1,4,1,12,41,5
0,0,0,2,-21,-4,2,1,6,1,12,1,12,1,4,1,12,41,5
0,0,0,2,-20,-17,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,2,-20,-3,2,1,6,1,12,1,4,1,12,1,12,119,5
0,0,0,2,-19,-10,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,2,-19,-8,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,2,-19,-4,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,2,-18,-9,2,1,7,1,28,1,28,5,28,1,28,125,13
0,0,0,2,-17,-14,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,2,-17,-10,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,2,-17,-8,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,2,-17,-4,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,2,-16,-13,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,2,-16,-3,2,1,6,1,12,1,4,1,12,1,12,95,5
0,0,0,2,-15,-9,2,1,6,1,12,1,4,1,4,1,12,29,5
0,0,0,2,-15,-8,2,1,6,1,12,1,12,1,4,1,12,47,5
0,0,0,2,-15,-7,3,2,9,1,12,7,36,1,12,7,36,89,5
0,0,0,2,-15,-4,2,1,6,1,12,1,12,1,4,1,12,29,5
0,0,0,2,-15,-3,2,1,6,1,12,1,4,1,4,1,12,29,5
0,0,0,2,-14,-11,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,2,-14,-7,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,2,-14,-3,2,1,6,1,12,1,4,1,12,1,12,83,5
0,0,0,2,-13,-10,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,2,-13,-8,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,2,-13,-7,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,2,-13,-6,2,2,7,1,28,1,28,1,28,5,28,181,13
0,0,0,2,-13,-5,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,2,-13,-4,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,2,-12,-11,2,1,7,1,28,5,28,1,28,1,28,167,13
0,0,0,2,-12,-9,2,1,7,1,28,1,28,1,28,1,28,167,13
0,0,0,2,-12,-3,2,1,5,3,20,3,20,3,20,3,20,39,3
0,0,0,2,-11,-10,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,2,-11,-8,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,2,-11,-6,3,2,9,1,12,1,12,7,36,7,36,35,5
0,0,0,2,-11,-5,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,2,-11,-4,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,2,-11,-3,2,1,7,1,28,5,28,5,28,1,28,30,13
0,0,0,2,-10,-9,2,1,6,1,12,1,4,1,12,1,12,59,5
0,0,0,2,-10,-7,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,2,-10,-5,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,2,-10,-3,2,1,6,1,12,1,4,1,12,1,12,59,5
0,0,0,2,-9,-8,2,1,6,1,12,1,12,1,4,1,12,47,5
0,0,0,2,-9,-6,2,2,7,1,28,1,28,5,28,5,28,83,13
0,0,0,2,-9,-5,2,1,7,1,28,1,28,1,28,1,28,125,13
0,0,0,2,-9,-4,2,1,6,1,12,1,12,1,4,1,12,23,5
0,0,0,2,-9,-3,2,1,6,1,12,1,4,1,4,1,12,17,5
0,0,0,2,-8,-7,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,2,-8,-5,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,2,-8,-3,2,1,5,3,20,3,20,3,20,3,20,26,3
0,0,0,2,-7,-6,3,2,9,1,12,1,12,7,36,7,36,35,5
0,0,0,2,-7,-4,1,1,3,1,12,1,12,1,12,1,12,41,5
0,0,0,2,-7,-3,2,1,5,3,20,3,20,3,20,3,20,23,3
0,0,0,2,-6,-5,2,2,7,1,28,5,28,1,28,5,28,83,13
0,0,0,2,-6,-3,3,2,9,1,12,1,12,1,12,7,36,35,5
0,0,0,2,-5,-4,1,1,3,1,12,1,12,1,12,1,12,29,5
0,0,0,2,-4,-3,2,1,6,1,12,1,4,1,12,1,12,23,5
0,0,0,3,-28,-6,3,4,9,1,12,1,12,7,36,1,12,71,5
0,0,0,3,-28,-4,2,1,6,1,12,1,12,1,12,1,4,167,5
0,0,0,3,-26,-6,3,4,9,1,12,1,12,7,36,1,12,66,5
0,0,0,3,-25,-6,3,2,9,1,12,1,12,7,36,1,12,64,5
0,0,0,3,-23,-6,3,1,9,1,12,1,12,7,36,1,12,59,5
0,0,0,3,-22,-6,2,3,7,1,28,5,28,5,28,1,28,61,13
0,0,0,3,-22,-4,2,1,6,1,12,1,12,1,12,1,4,131,5
0,0,0,3,-21,-10,2,1,6,1,12,1,12,1,4,1,4,59,5
0,0,0,3,-21,-4,2,1,6,1,12,1,12,1,4,1,4,41,5
0,0,0,3,-20,-12,3,1,8,1,8,1,4,1,4,1,8,39,3
0,0,0,3,-20,-10,2,1,6,1,12,1,12,1,12,1,4,119,5
0,0,0,3,-20,-6,2,3,7,1,28,5,28,5,28,1,28,55,13
0,0,0,3,-20,-4,2,1,6,1,12,1,12,1,12,1,4,119,5
0,0,0,3,-19,-6,3,4,9,1,12,1,12,7,36,1,12,48,5
0,0,0,3,-17,-6,2,3,7,1,28,5,28,1,28,1,28,237,13
0,0,0,3,-16,-15,2,1,6,1,12,1,4,1,12,1,4,95,5
0,0,0,3,-16,-12,2,1,7,1,28,1,28,1,28,5,28,223,13
0,0,0,3,-16,-8,2,1,6,1,12,1,12,1,12,1,4,95,5
0,0,0,3,-16,-7,3,2,9,1,12,7,36,7,36,1,12,41,5
0,0,0,3,-16,-6,3,2,9,1,12,1,12,7,36,1,12,41,5
0,0,0,3,-16,-4,2,1,6,1,12,1,12,1,12,1,4,95,5
0,0,0,3,-15,-14,2,1,6,1,12,1,12,1,4,1,4,83,5
0,0,0,3,-15,-8,2,1,6,1,12,1,12,1,4,1,4,47,5
0,0,0,3,-15,-4,2,1,6,1,12,1,12,1,4,1,4,29,5
0,0,0,3,-14,-13,3,1,9,1,12,7,36,7,36,1,12,35,5
0,0,0,3,-14,-12,3,1,9,1,12,1,12,7,36,1,12,71,5
0,0,0,3,-14,-7,3,1,10,1,20,1,20,3,20,1,20,69,9
0,0,0,3,-14,-6,3,1,9,1,12,1,12,7,36,1,12,35,5
0,0,0,3,-14,-5,3,1,9,1,12,7,36,7,36,1,12,35,5
0,0,0,3,-14,-4,2,1,6,1,12,1,12,1,12,1,4,83,5
0,0,0,3,-13,-12,2,1,5,3,20,3,20,3,20,3,20,43,3
0,0,0,3,-13,-6,2,3,7,1,28,5,28,5,28,1,28,41,13
0,0,0,3,-13,-4,2,3,7,1,28,1,28,5,28,1,28,55,13
0,0,0,3,-12,-11,2,1,7,1,28,5,28,1,28,5,28,167,13
0,0,0,3,-12,-10,2,1,7,1,28,5,28,1,28,5,28,167,13
0,0,0,3,-12,-8,2,1,5,3,20,3,20,3,20,3,20,39,3
0,0,0,3,-12,-7,2,1,5,3,20,3,20,3,20,3,20,39,3
0,0,0,3,-12,-5,2,1,7,1,28,1,28,1,28,5,28,167,13
0,0,0,3,-12,-4,2,1,7,1,28,5,28,1,28,5,28,167,13
0,0,0,3,-11,-10,2,1,7,1,28,5,28,5,28,5,28,30,13
0,0,0,3,-11,-6,2,3,7,1,28,5,28,1,28,1,28,153,13
0,0,0,3,-10,-9,2,1,6,1,12,1,4,1,12,1,4,59,5
0,0,0,3,-10,-8,2,1,6,1,12,1,12,1,12,1,4,59,5
0,0,0,3,-10,-6,2,3,7,1,28,5,28,1,28,1,28,139,13
0,0,0,3,-10,-5,2,1,7,1,28,1,28,5,28,5,28,69,13
0,0,0,3,-10,-4,2,1,6,1,12,1,12,1,12,1,4,59,5
0,0,0,3,-9,-8,2,1,6,1,12,1,12,1,4,1,4,47,5
0,0,0,3,-9,-4,2,1,6,1,12,1,12,1,4,1,4,23,5
0,0,0,3,-8,-7,2,1,5,3,20,3,20,3,20,3,20,26,3
0,0,0,3,-8,-6,2,3,7,1,28,5,28,5,28,1,28,41,13
0,0,0,3,-8,-4,2,1,6,1,12,1,12,1,12,1,4,47,5
0,0,0,3,-7,-6,3,2,9,1,12,1,12,7,36,1,12,35,5
0,0,0,3,-6,-5,3,1,9,1,12,7,36,1,12,1,12,35,5
0,0,0,3,-6,-4,2,3,7,1,28,1,28,5,28,1,28,55,13
0,0,0,3,-5,-4,2,1,7,1,28,5,28,1,28,5,28,69,13
0,0,0,4,-29,-8,1,1,3,1,12,1,12,1,12,1,12,173,5
0,0,0,4,-28,-17,1,1,3,1,12,1,12,1,12,1,12,167,5
0,0,0,4,-28,-11,1,1,3,1,12,1,12,1,12,1,12,167,5
0,0,0,4,-27,-8,2,1,6,1,12,1,12,1,4,1,12,53,5
0,0,0,4,-25,-22,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,4,-25,-8,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,4,-23,-8,1,1,3,1,12,1,12,1,12,1,12,137,5
0,0,0,4,-22,-19,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,4,-21,-8,2,1,6,1,12,1,12,1,4,1,12,47,5
0,0,0,4,-20,-17,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,4,-20,-13,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,4,-20,-11,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,4,-20,-9,2,1,6,1,12,1,4,1,12,1,12,119,5
0,0,0,4,-20,-7,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,4,-19,-18,2,1,7,1,28,5,28,1,28,5,28,265,13
0,0,0,4,-19,-16,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,4,-19,-8,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,4,-18,-17,2,1,7,1,28,5,28,5,28,5,28,50,13
0,0,0,4,-18,-9,2,1,7,1,28,1,28,5,28,5,28,125,13
0,0,0,4,-17,-16,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,4,-17,-14,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,4,-17,-8,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,4,-17,-6,2,3,7,1,28,5,28,1,28,1,28,237,13
0,0,0,4,-16,-15,2,1,6,1,12,1,4,1,12,1,12,95,5
0,0,0,4,-16,-13,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,4,-16,-11,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,4,-16,-9,2,2,5,3,20,3,20,3,20,3,20,53,3
0,0,0,4,-16,-7,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,4,-16,-5,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,4,-15,-14,2,1,6,1,12,1,12,1,4,1,12,83,5
0,0,0,4,-15,-9,2,1,6,1,12,1,4,1,4,1,12,29,5
0,0,0,4,-15,-8,2,1,6,1,12,1,12,1,4,1,12,47,5
0,0,0,4,-14,-13,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,4,-14,-11,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,4,-14,-7,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,4,-13,-10,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,4,-13,-8,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,4,-13,-6,2,3,7,1,28,5,28,5,28,1,28,55,13
0,0,0,4,-12,-11,2,1,7,1,28,5,28,1,28,5,28,167,13
0,0,0,4,-12,-9,2,1,7,1,28,1,28,1,28,5,28,167,13
0,0,0,4,-12,-7,3,3,8,1,8,1,8,1,4,1,4,27,3
0,0,0,4,-12,-5,2,1,7,1,28,1,28,1,28,5,28,167,13
0,0,0,4,-11,-10,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,4,-11,-8,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,4,-11,-6,2,2,5,3,20,3,20,3,20,3,20,36,3
0,0,0,4,-11,-5,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,4,-10,-9,2,1,6,1,12,1,4,1,12,1,12,59,5
0,0,0,4,-10,-7,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,4,-10,-5,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,4,-9,-8,2,1,6,1,12,1,12,1,4,1,12,47,5
0,0,0,4,-9,-7,3,3,8,1,8,1,8,1,8,1,4,35,3
0,0,0,4,-9,-6,2,2,5,3,20,3,20,3,20,3,20,29,3
0,0,0,4,-8,-7,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,4,-8,-5,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,4,-7,-6,3,1,10,1,20,3,20,1,20,3,20,69,9
0,0,0,4,-7,-5,1,1,3,1,12,1,12,1,12,1,12,41,5
0,0,0,4,-6,-5,3,1,9,1,12,7,36,1,12,7,36,35,5
0,0,0,5,-28,-12,3,1,8,1,8,1,4,1,4,1,8,55,3
0,0,0,5,-28,-10,1,1,3,1,12,1,12,1,12,1,12,167,5
0,0,0,5,-27,-10,4,6,13,3,52,7,52,11,52,3,52,63,8
0,0,0,5,-26,-10,1,1,3,1,12,1,12,1,12,1,12,155,5
0,0,0,5,-24,-13,3,1,9,1,12,7,36,1,12,7,36,143,5
0,0,0,5,-24,-10,3,1,7,5,28,5,28,5,28,1,28,69,2
0,0,0,5,-23,-10,1,1,3,1,12,1,12,1,12,1,12,137,5
0,0,0,5,-22,-10,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,5,-22,-8,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,5,-21,-10,4,6,13,3,52,7,52,3,52,3,52,181,8
0,0,0,5,-19,-10,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,5,-18,-16,2,1,7,1,28,1,28,5,28,1,28,223,13
0,0,0,5,-18,-11,2,1,7,1,28,5,28,5,28,1,28,69,13
0,0,0,5,-18,-10,2,1,7,1,28,5,28,5,28,1,28,69,13
0,0,0,5,-18,-9,2,1,7,1,28,1,28,5,28,1,28,125,13
0,0,0,5,-17,-10,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,5,-16,-14,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,5,-16,-12,2,1,7,1,28,1,28,1,28,1,28,223,13
0,0,0,5,-16,-10,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,5,-16,-8,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,5,-16,-7,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,5,-14,-12,3,1,9,1,12,1,12,7,36,7,36,71,5
0,0,0,5,-14,-10,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,5,-14,-8,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,5,-14,-7,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,5,-14,-6,3,1,9,1,12,1,12,7,36,7,36,35,5
0,0,0,5,-13,-10,1,1,3,1,12,1,12,1,12,1,12,77,5
0,0,0,5,-13,-6,2,2,7,1,28,1,28,1,28,5,28,181,13
0,0,0,5,-12,-10,2,1,7,1,28,5,28,1,28,1,28,167,13
0,0,0,5,-12,-9,2,1,7,1,28,1,28,1,28,1,28,167,13
0,0,0,5,-12,-8,2,2,7,1,28,1,28,5,28,5,28,111,13
0,0,0,5,-12,-6,2,2,7,1,28,1,28,5,28,5,28,83,13
0,0,0,5,-11,-10,1,1,3,1,12,1,12,1,12,1,12,65,5
0,0,0,5,-10,-9,2,1,7,1,28,1,28,5,28,1,28,125,13
0,0,0,5,-10,-8,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,5,-10,-7,1,1,3,1,12,1,12,1,12,1,12,59,5
0,0,0,5,-10,-6,4,1,14,1,28,5,28,1,28,3,28,139,13
0,0,0,5,-9,-8,2,2,7,1,28,1,28,5,28,5,28,111,13
0,0,0,5,-9,-6,2,2,7,1,28,1,28,5,28,5,28,83,13
0,0,0,5,-8,-7,1,1,3,1,12,1,12,1,12,1,12,47,5
0,0,0,5,-8,-6,2,2,7,1,28,1,28,1,28,5,28,111,13
0,0,0,5,-7,-6,3,1,10,1,20,3,20,1,20,1,4,69,9
0,0,0,6,-29,-12,3,2,9,1,12,1,12,7,36,1,12,74,5
0,0,0,6,-25,-12,3,2,9,1,12,1,12,7,36,1,12,71,5
0,0,0,6,-25,-8,4,5,12,1,12,1,12,1,6,1,4,74,5
0,0,0,6,-23,-12,3,2,7,5,28,5,28,5,28,1,28,83,2
0,0,0,6,-20,-11,2,3,7,1,28,1,28,5,28,5,28,153,13
0,0,0,6,-20,-9,2,2,7,1,28,5,28,1,28,1,28,279,13
0,0,0,6,-19,-14,2,2,5,3,20,3,20,3,20,3,20,63,3
0,0,0,6,-19,-12,2,2,7,1,28,5,28,5,28,1,28,83,13
0,0,0,6,-19,-8,2,2,7,1,28,1,28,5,28,1,28,111,13
0,0,0,6,-17,-12,3,4,9,1,12,1,12,7,36,1,12,71,5
0,0,0,6,-17,-10,2,3,7,1,28,1,28,1,28,5,28,237,13
0,0,0,6,-17,-8,2,3,7,1,28,5,28,1,28,5,28,237,13
0,0,0,6,-16,-9,2,2,5,3,20,3,20,3,20,3,20,53,3
0,0,0,6,-16,-7,3,2,9,1,12,7,36,7,36,1,12,41,5
0,0,0,6,-14,-9,2,2,5,3,20,3,20,3,20,3,20,46,3
0,0,0,6,-14,-7,3,1,10,1,20,1,20,3,20,3,20,69,9
0,0,0,6,-13,-12,2,2,7,1,28,5,28,1,28,1,28,181,13
0,0,0,6,-13,-11,2,3,7,1,28,1,28,5,28,5,28,153,13
0,0,0,6,-13,-8,2,2,7,1,28,1,28,1,28,1,28,181,13
0,0,0,6,-12,-11,3,2,9,1,12,7,36,1,12,1,12,71,5
0,0,0,6,-12,-7,3,2,9,1,12,7,36,1,12,1,12,71,5
0,0,0,6,-11,-10,2,3,7,1,28,1,28,1,28,5,28,153,13
0,0,0,6,-11,-9,2,2,5,3,20,3,20,3,20,3,20,36,3
0,0,0,6,-11,-8,2,3,7,1,28,5,28,1,28,5,28,153,13
0,0,0,6,-11,-7,3,2,9,1,12,7,36,7,36,1,12,35,5
0,0,0,6,-10,-9,4,1,14,1,28,3,28,1,28,5,28,139,13
0,0,0,6,-10,-7,4,3,13,3,52,7,52,3,52,7,52,86,8
0,0,0,6,-9,-8,2,2,7,1,28,1,28,5,28,1,28,111,13
0,0,0,6,-9,-7,4,1,13,3,52,11,52,3,52,11,52,77,8
0,0,0,6,-8,-7,4,1,12,1,12,1,6,1,12,1,4,47,5
0,0,0,7,-30,-14,4,5,13,3,52,7,52,11,52,3,52,70,8
0,0,0,7,-27,-14,3,1,10,1,20,3,20,1,20,1,20,269,9
0,0,0,7,-26,-14,1,1,3,1,12,1,12,1,12,1,12,155,5
0,0,0,7,-25,-14,1,1,3,1,12,1,12,1,12,1,12,149,5
0,0,0,7,-24,-14,3,1,10,1,20,3,20,3,20,1,20,79,9
0,0,0,7,-23,-14,1,1,3,1,12,1,12,1,12,1,12,137,5
0,0,0,7,-22,-20,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,7,-22,-14,1,1,3,1,12,1,12,1,12,1,12,131,5
0,0,0,7,-20,-14,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,7,-20,-12,3,3,8,1,8,1,4,1,4,1,8,39,3
0,0,0,7,-20,-10,1,1,3,1,12,1,12,1,12,1,12,119,5
0,0,0,7,-19,-14,1,1,3,1,12,1,12,1,12,1,12,113,5
0,0,0,7,-18,-14,5,3,16,1,16,1,8,1,8,1,16,71,7
0,0,0,7,-18,-13,2,1,5,3,20,3,20,3,20,3,20,59,3
0,0,0,7,-18,-9,4,1,13,3,52,3,52,7,52,11,52,77,8
0,0,0,7,-18,-8,2,1,5,3,20,3,20,3,20,3,20,59,3
0,0,0,7,-17,-14,1,1,3,1,12,1,12,1,12,1,12,101,5
0,0,0,7,-16,-14,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,7,-16,-12,3,2,9,1,12,1,12,7,36,7,36,71,5
0,0,0,7,-16,-8,1,1,3,1,12,1,12,1,12,1,12,95,5
0,0,0,7,-15,-14,3,1,10,1,20,3,20,1,4,1,20,69,9
0,0,0,7,-14,-13,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,7,-14,-12,4,5,13,3,52,7,52,7,52,3,52,60,8
0,0,0,7,-14,-11,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,7,-14,-10,1,1,3,1,12,1,12,1,12,1,12,83,5
0,0,0,7,-14,-9,4,5,13,3,52,11,52,7,52,3,52,60,8
0,0,0,7,-14,-8,1,1,3,1,12,1,12,1,12,1,12,83,5
